system:time_start,LST_C_L5,LST_C_L7,LST_C_L8,LST_C_L9,year,month,day
1988-05-12,,,,,1988,5,12
1988-05-28,,,,,1988,5,28
1988-06-29,,,,,1988,6,29
1988-07-06,,,,,1988,7,6
1988-07-22,,,,,1988,7,22
1988-07-31,15.633,,,,1988,7,31
1988-08-07,17.199,,,,1988,8,7
1988-08-16,,,,,1988,8,16
1988-09-01,11.482,,,,1988,9,1
1988-09-08,9.819,,,,1988,9,8
1988-09-24,,,,,1988,9,24
1988-10-03,9.934,,,,1988,10,3
1988-10-19,,,,,1988,10,19
1988-10-26,-3.639,,,,1988,10,26
1988-11-04,-8.446,,,,1988,11,4
1988-11-11,1.109,,,,1988,11,11
1989-01-30,-1.626,,,,1989,1,30
1989-03-19,-2.133,,,,1989,3,19
1989-03-28,2.133,,,,1989,3,28
1989-04-13,3.861,,,,1989,4,13
1989-05-15,6.994,,,,1989,5,15
1989-06-07,,,,,1989,6,7
1989-06-23,,,,,1989,6,23
1989-07-25,,,,,1989,7,25
1989-08-10,,,,,1989,8,10
1989-08-19,,,,,1989,8,19
1989-08-26,11.442,,,,1989,8,26
1989-09-11,,,,,1989,9,11
1989-09-20,13.395,,,,1989,9,20
1989-10-06,8.148,,,,1989,10,6
1989-10-13,,,,,1989,10,13
1989-10-22,14.108,,,,1989,10,22
1989-11-14,2.814,,,,1989,11,14
1990-02-02,,,,,1990,2,2
1990-02-18,,,,,1990,2,18
1990-03-06,,,,,1990,3,6
1990-03-15,-1.109,,,,1990,3,15
1990-03-22,,,,,1990,3,22
1990-03-31,3.74,,,,1990,3,31
1990-04-16,,,,,1990,4,16
1990-05-02,8.318,,,,1990,5,2
1990-05-09,16.702,,,,1990,5,9
1990-06-10,,,,,1990,6,10
1990-07-05,,,,,1990,7,5
1990-07-12,,,,,1990,7,12
1990-07-21,16.132,,,,1990,7,21
1990-07-28,,,,,1990,7,28
1990-08-06,,,,,1990,8,6
1990-08-13,20.806,,,,1990,8,13
1990-08-29,18.653,,,,1990,8,29
1990-09-23,,,,,1990,9,23
1990-09-30,,,,,1990,9,30
1990-10-09,2.102,,,,1990,10,9
1990-10-16,12.31,,,,1990,10,16
1990-10-25,2.957,,,,1990,10,25
1991-01-20,-4.289,,,,1991,1,20
1991-03-18,2.664,,,,1991,3,18
1991-04-03,3.514,,,,1991,4,3
1991-04-10,,,,,1991,4,10
1991-05-05,,,,,1991,5,5
1991-05-28,,,,,1991,5,28
1991-06-13,,,,,1991,6,13
1991-07-08,23.278,,,,1991,7,8
1991-07-15,13.448,,,,1991,7,15
1991-07-24,16.849,,,,1991,7,24
1991-07-31,,,,,1991,7,31
1991-08-16,,,,,1991,8,16
1991-09-01,12.775,,,,1991,9,1
1991-09-10,12.898,,,,1991,9,10
1991-09-26,,,,,1991,9,26
1991-10-03,,,,,1991,10,3
1991-10-19,,,,,1991,10,19
1991-10-28,-2.941,,,,1991,10,28
1992-02-17,,,,,1992,2,17
1992-04-12,,,,,1992,4,12
1992-04-21,-2.156,,,,1992,4,21
1992-04-28,,,,,1992,4,28
1992-05-14,,,,,1992,5,14
1992-05-23,,,,,1992,5,23
1992-05-30,,,,,1992,5,30
1992-07-01,20.882,,,,1992,7,1
1992-07-10,,,,,1992,7,10
1992-07-17,16.997,,,,1992,7,17
1992-07-26,,,,,1992,7,26
1992-08-02,,,,,1992,8,2
1992-08-11,,,,,1992,8,11
1992-08-27,,,,,1992,8,27
1992-09-03,,,,,1992,9,3
1992-09-12,,,,,1992,9,12
1992-09-19,7.651,,,,1992,9,19
1992-09-28,14.062,,,,1992,9,28
1992-10-14,-1.331,,,,1992,10,14
1992-10-30,,,,,1992,10,30
1992-11-06,,,,,1992,11,6
1993-01-25,,,,,1993,1,25
1993-02-03,-1.206,,,,1993,2,3
1993-03-14,,,,,1993,3,14
1993-03-30,,,,,1993,3,30
1993-04-15,,,,,1993,4,15
1993-04-24,,,,,1993,4,24
1993-05-01,9.015,,,,1993,5,1
1993-05-10,,,,,1993,5,10
1993-05-17,13.396,,,,1993,5,17
1993-05-26,,,,,1993,5,26
1993-06-02,,,,,1993,6,2
1993-06-11,,,,,1993,6,11
1993-06-18,,,,,1993,6,18
1993-07-04,,,,,1993,7,4
1993-07-20,,,,,1993,7,20
1993-08-05,,,,,1993,8,5
1993-08-14,,,,,1993,8,14
1993-08-21,,,,,1993,8,21
1993-08-30,,,,,1993,8,30
1993-09-06,,,,,1993,9,6
1993-09-15,,,,,1993,9,15
1993-09-22,12.614,,,,1993,9,22
1993-10-08,,,,,1993,10,8
1994-02-13,,,,,1994,2,13
1994-03-17,,,,,1994,3,17
1994-04-02,,,,,1994,4,2
1994-04-18,,,,,1994,4,18
1994-04-27,,,,,1994,4,27
1994-05-04,,,,,1994,5,4
1994-05-29,,,,,1994,5,29
1994-06-05,,,,,1994,6,5
1994-06-21,12.578,,,,1994,6,21
1994-07-07,,,,,1994,7,7
1994-07-16,,,,,1994,7,16
1994-07-23,21.678,,,,1994,7,23
1994-08-01,26.851,,,,1994,8,1
1994-08-08,,,,,1994,8,8
1994-08-17,15.542,,,,1994,8,17
1994-08-24,,,,,1994,8,24
1994-09-02,,,,,1994,9,2
1994-09-09,,,,,1994,9,9
1994-09-18,,,,,1994,9,18
1994-09-25,,,,,1994,9,25
1994-10-11,4.611,,,,1994,10,11
1994-10-20,,,,,1994,10,20
1994-10-27,,,,,1994,10,27
1994-11-05,,,,,1994,11,5
1994-11-12,,,,,1994,11,12
1995-01-31,,,,,1995,1,31
1995-02-16,,,,,1995,2,16
1995-03-13,,,,,1995,3,13
1995-03-20,,,,,1995,3,20
1995-04-05,-1.082,,,,1995,4,5
1995-04-21,2.162,,,,1995,4,21
1995-04-30,,,,,1995,4,30
1995-05-16,,,,,1995,5,16
1995-05-23,5.759,,,,1995,5,23
1995-06-01,12.756,,,,1995,6,1
1995-06-17,,,,,1995,6,17
1995-06-24,11.296,,,,1995,6,24
1995-07-10,23.225,,,,1995,7,10
1995-07-19,,,,,1995,7,19
1995-08-04,,,,,1995,8,4
1995-08-11,10.856,,,,1995,8,11
1995-08-20,14.437,,,,1995,8,20
1995-09-05,,,,,1995,9,5
1995-09-12,,,,,1995,9,12
1995-10-23,,,,,1995,10,23
1995-11-15,,,,,1995,11,15
1996-04-07,2.35,,,,1996,4,7
1996-04-23,6.741,,,,1996,4,23
1996-05-25,,,,,1996,5,25
1996-06-10,,,,,1996,6,10
1996-06-26,,,,,1996,6,26
1996-07-28,,,,,1996,7,28
1996-08-13,,,,,1996,8,13
1996-08-29,,,,,1996,8,29
1996-09-30,,,,,1996,9,30
1996-10-16,,,,,1996,10,16
1997-04-10,,,,,1997,4,10
1997-06-13,,,,,1997,6,13
1997-06-29,21.595,,,,1997,6,29
1997-07-15,12.25,,,,1997,7,15
1997-07-31,,,,,1997,7,31
1997-08-16,,,,,1997,8,16
1997-09-01,,,,,1997,9,1
1997-09-17,12.482,,,,1997,9,17
1997-11-04,-7.666,,,,1997,11,4
1997-11-20,-8.764,,,,1997,11,20
1997-12-06,,,,,1997,12,6
1998-02-01,,,,,1998,2,1
1998-02-08,,,,,1998,2,8
1998-02-17,,,,,1998,2,17
1998-04-13,,,,,1998,4,13
1998-04-29,,,,,1998,4,29
1998-05-15,,,,,1998,5,15
1998-05-31,,,,,1998,5,31
1998-06-09,16.205,,,,1998,6,9
1998-06-16,,,,,1998,6,16
1998-07-27,,,,,1998,7,27
1998-08-12,,,,,1998,8,12
1998-08-19,,,,,1998,8,19
1998-08-28,,,,,1998,8,28
1998-09-20,,,,,1998,9,20
1998-10-22,,,,,1998,10,22
1998-11-07,,,,,1998,11,7
1998-11-16,,,,,1998,11,16
1998-12-02,-6.696,,,,1998,12,2
1999-02-27,-1.347,,,,1999,2,27
1999-03-08,,,,,1999,3,8
1999-03-24,,,,,1999,3,24
1999-05-02,2.321,,,,1999,5,2
1999-05-11,,,,,1999,5,11
1999-05-18,7.074,,,,1999,5,18
1999-06-03,,,,,1999,6,3
1999-06-28,,,,,1999,6,28
1999-07-05,24.179,,,,1999,7,5
1999-07-06,,,,,1999,7,6
1999-07-13,,,,,1999,7,13
1999-07-14,,,,,1999,7,14
1999-07-21,,,,,1999,7,21
1999-07-29,,,,,1999,7,29
1999-07-30,,,,,1999,7,30
1999-08-06,,,,,1999,8,6
1999-08-07,,,,,1999,8,7
1999-08-14,,,,,1999,8,14
1999-08-15,,,,,1999,8,15
1999-08-22,,,,,1999,8,22
1999-08-23,,,,,1999,8,23
1999-08-30,,,,,1999,8,30
1999-08-31,,,,,1999,8,31
1999-09-07,,,,,1999,9,7
1999-09-08,,,,,1999,9,8
1999-09-15,,17.597,,,1999,9,15
1999-09-16,,,,,1999,9,16
1999-09-23,,,,,1999,9,23
1999-09-24,,,,,1999,9,24
1999-10-01,,,,,1999,10,1
1999-10-18,-0.833,,,,1999,10,18
1999-10-25,,,,,1999,10,25
1999-10-26,,,,,1999,10,26
1999-11-02,,,,,1999,11,2
1999-11-18,,,,,1999,11,18
1999-11-19,-8.852,,,,1999,11,19
1999-12-04,,,,,1999,12,4
1999-12-13,,,,,1999,12,13
1999-12-20,,,,,1999,12,20
1999-12-29,,,,,1999,12,29
2000-01-05,,,,,2000,1,5
2000-01-13,-8.76,,,,2000,1,13
2000-01-14,,,,,2000,1,14
2000-01-30,,,,,2000,1,30
2000-02-22,,-14.576,,,2000,2,22
2000-03-02,,,,,2000,3,2
2000-03-18,,,,,2000,3,18
2000-04-03,,-0.239,,,2000,4,3
2000-04-10,,-7.465,,,2000,4,10
2000-04-19,,6.962,,,2000,4,19
2000-04-26,,7.13,,,2000,4,26
2000-05-04,,,,,2000,5,4
2000-05-05,,,,,2000,5,5
2000-05-12,,14.809,,,2000,5,12
2000-05-13,13.778,,,,2000,5,13
2000-05-21,,,,,2000,5,21
2000-05-28,,,,,2000,5,28
2000-05-29,,,,,2000,5,29
2000-06-05,23.261,,,,2000,6,5
2000-06-06,,,,,2000,6,6
2000-06-13,,22.846,,,2000,6,13
2000-06-14,18.738,,,,2000,6,14
2000-06-22,,25.729,,,2000,6,22
2000-07-23,,,,,2000,7,23
2000-07-24,,,,,2000,7,24
2000-07-31,,,,,2000,7,31
2000-08-01,,,,,2000,8,1
2000-08-08,,,,,2000,8,8
2000-08-09,,12.529,,,2000,8,9
2000-08-16,,,,,2000,8,16
2000-08-25,,,,,2000,8,25
2000-09-01,,,,,2000,9,1
2000-09-09,7.47,,,,2000,9,9
2000-09-10,,,,,2000,9,10
2000-09-26,,,,,2000,9,26
2000-10-20,,,,,2000,10,20
2000-10-27,,,,,2000,10,27
2000-10-28,,,,,2000,10,28
2000-11-13,,,,,2000,11,13
2000-11-20,,,,,2000,11,20
2000-11-29,,,,,2000,11,29
2000-12-06,,,,,2000,12,6
2000-12-22,,-10.142,,,2000,12,22
2001-01-15,-7.573,,,,2001,1,15
2001-01-16,,-8.393,,,2001,1,16
2001-02-01,,,,,2001,2,1
2001-02-09,,,,,2001,2,9
2001-02-17,,,,,2001,2,17
2001-02-24,,,,,2001,2,24
2001-03-12,,,,,2001,3,12
2001-03-21,,,,,2001,3,21
2001-03-28,,-7.178,,,2001,3,28
2001-03-29,,,,,2001,3,29
2001-04-29,,,,,2001,4,29
2001-05-08,,8.582,,,2001,5,8
2001-05-15,,,,,2001,5,15
2001-05-16,,,,,2001,5,16
2001-05-23,15.241,,,,2001,5,23
2001-05-24,,21.733,,,2001,5,24
2001-05-31,,,,,2001,5,31
2001-06-09,,,,,2001,6,9
2001-06-24,,,,,2001,6,24
2001-06-25,,16.448,,,2001,6,25
2001-07-02,,,,,2001,7,2
2001-07-03,,,,,2001,7,3
2001-07-11,,,,,2001,7,11
2001-07-18,,,,,2001,7,18
2001-07-26,,,,,2001,7,26
2001-07-27,,9.927,,,2001,7,27
2001-08-03,,,,,2001,8,3
2001-08-04,,,,,2001,8,4
2001-08-11,,,,,2001,8,11
2001-08-12,,,,,2001,8,12
2001-08-19,,20.912,,,2001,8,19
2001-08-20,,,,,2001,8,20
2001-08-27,,,,,2001,8,27
2001-09-04,,-19.187,,,2001,9,4
2001-09-20,,,,,2001,9,20
2001-09-29,,,,,2001,9,29
2001-10-06,,10.617,,,2001,10,6
2001-10-15,,9.457,,,2001,10,15
2001-10-31,,,,,2001,10,31
2001-11-07,,,,,2001,11,7
2001-11-15,-4.12,,,,2001,11,15
2001-12-02,,,,,2001,12,2
2001-12-09,,-9.317,,,2001,12,9
2001-12-18,,,,,2001,12,18
2002-01-03,,-16.744,,,2002,1,3
2002-01-10,,,,,2002,1,10
2002-01-26,,,,,2002,1,26
2002-02-03,1.342,,,,2002,2,3
2002-02-04,,1.269,,,2002,2,4
2002-02-11,,,,,2002,2,11
2002-02-19,,,,,2002,2,19
2002-02-27,,,,,2002,2,27
2002-02-28,,,,,2002,2,28
2002-03-07,,,,,2002,3,7
2002-03-08,,,,,2002,3,8
2002-03-24,,-14.896,,,2002,3,24
2002-03-31,,3.857,,,2002,3,31
2002-04-09,,-7.366,,,2002,4,9
2002-04-16,,,,,2002,4,16
2002-04-25,,,,,2002,4,25
2002-05-02,,6.085,,,2002,5,2
2002-05-11,,,,,2002,5,11
2002-05-18,,,,,2002,5,18
2002-05-19,,,,,2002,5,19
2002-06-03,,,,,2002,6,3
2002-06-11,,,,,2002,6,11
2002-06-12,,,,,2002,6,12
2002-06-19,,,,,2002,6,19
2002-06-20,29.31,,,,2002,6,20
2002-06-27,19.7,,,,2002,6,27
2002-07-05,,,,,2002,7,5
2002-07-14,,,,,2002,7,14
2002-07-21,,18.706,,,2002,7,21
2002-07-30,,,,,2002,7,30
2002-08-06,,,,,2002,8,6
2002-08-15,,,,,2002,8,15
2002-08-22,,,,,2002,8,22
2002-08-31,,,,,2002,8,31
2002-09-07,,,,,2002,9,7
2002-09-16,,,,,2002,9,16
2002-10-02,,6.769,,,2002,10,2
2002-10-18,,,,,2002,10,18
2002-10-25,,,,,2002,10,25
2002-11-03,,,,,2002,11,3
2002-11-10,,,,,2002,11,10
2002-11-26,,,,,2002,11,26
2002-12-05,,,,,2002,12,5
2003-01-29,,,,,2003,1,29
2003-02-07,,-12.771,,,2003,2,7
2003-02-14,,,,,2003,2,14
2003-02-23,,-1.903,,,2003,2,23
2003-03-02,,,,,2003,3,2
2003-03-11,,,,,2003,3,11
2003-03-18,,,,,2003,3,18
2003-03-27,,4.135,,,2003,3,27
2003-04-12,,-4.837,,,2003,4,12
2003-04-19,,,,,2003,4,19
2003-04-28,,,,,2003,4,28
2003-05-05,,16.836,,,2003,5,5
2003-05-21,,,,,2003,5,21
2003-05-30,,21.484,,,2003,5,30
2003-06-23,18.947,,,,2003,6,23
2003-07-09,,,,,2003,7,9
2003-07-16,,,,,2003,7,16
2003-08-01,19.237,,,,2003,8,1
2003-08-10,22.798,,,,2003,8,10
2003-08-17,19.26,,,,2003,8,17
2003-08-26,,,,,2003,8,26
2003-09-02,,,,,2003,9,2
2003-09-11,,,,,2003,9,11
2003-09-18,17.031,,,,2003,9,18
2003-09-26,,,,,2003,9,26
2003-09-27,,,,,2003,9,27
2003-10-13,3.66,,,,2003,10,13
2003-10-28,,,,,2003,10,28
2003-11-13,,-2.494,,,2003,11,13
2003-11-22,,4.971,,,2003,11,22
2003-12-08,,-5.71,,,2003,12,8
2004-01-24,-11.104,,,,2004,1,24
2004-01-25,,-10.063,,,2004,1,25
2004-02-25,,,,,2004,2,25
2004-03-05,-9.64,,,,2004,3,5
2004-03-12,,,,,2004,3,12
2004-04-13,,,,,2004,4,13
2004-04-14,,,,,2004,4,14
2004-04-22,,,,,2004,4,22
2004-04-30,,7.257,,,2004,4,30
2004-05-08,,,,,2004,5,8
2004-05-24,2.944,,,,2004,5,24
2004-05-31,,,,,2004,5,31
2004-06-08,,,,,2004,6,8
2004-06-09,,,,,2004,6,9
2004-06-17,,,,,2004,6,17
2004-06-24,,17.226,,,2004,6,24
2004-06-25,,,,,2004,6,25
2004-07-02,,,,,2004,7,2
2004-07-11,,,,,2004,7,11
2004-07-18,,,,,2004,7,18
2004-08-03,15.91,,,,2004,8,3
2004-08-04,,,,,2004,8,4
2004-08-11,,,,,2004,8,11
2004-08-12,,,,,2004,8,12
2004-08-19,21.397,,,,2004,8,19
2004-08-28,,,,,2004,8,28
2004-09-04,17.413,,,,2004,9,4
2004-09-13,,,,,2004,9,13
2004-09-20,11.677,,,,2004,9,20
2004-10-22,0.496,,,,2004,10,22
2004-10-23,,,,,2004,10,23
2004-10-30,,9.921,,,2004,10,30
2004-12-01,,,,,2004,12,1
2004-12-02,,,,,2004,12,2
2004-12-09,,,,,2004,12,9
2004-12-10,,-4.042,,,2004,12,10
2004-12-25,,,,,2004,12,25
2005-01-10,,,,,2005,1,10
2005-01-19,,,,,2005,1,19
2005-01-26,,,,,2005,1,26
2005-02-27,,,,,2005,2,27
2005-03-15,,,,,2005,3,15
2005-03-31,-0.638,,,,2005,3,31
2005-04-01,,0.063,,,2005,4,1
2005-04-16,5.17,,,,2005,4,16
2005-04-24,,,,,2005,4,24
2005-04-25,,,,,2005,4,25
2005-05-02,,,,,2005,5,2
2005-05-03,,,,,2005,5,3
2005-05-10,,,,,2005,5,10
2005-05-11,,,,,2005,5,11
2005-05-19,,,,,2005,5,19
2005-05-26,,,,,2005,5,26
2005-05-27,21.883,,,,2005,5,27
2005-06-03,,,,,2005,6,3
2005-06-19,17.028,,,,2005,6,19
2005-06-20,,,,,2005,6,20
2005-06-27,,,,,2005,6,27
2005-06-28,9.292,,,,2005,6,28
2005-07-14,,,,,2005,7,14
2005-07-21,,,,,2005,7,21
2005-07-29,,28.384,,,2005,7,29
2005-07-30,21.307,,,,2005,7,30
2005-08-06,,,,,2005,8,6
2005-08-15,,,,,2005,8,15
2005-08-22,,,,,2005,8,22
2005-08-30,,,,,2005,8,30
2005-08-31,19.698,,,,2005,8,31
2005-09-07,17.158,,,,2005,9,7
2005-09-08,,19.511,,,2005,9,8
2005-09-16,,,,,2005,9,16
2005-09-23,15.091,,,,2005,9,23
2005-09-24,,,,,2005,9,24
2005-10-01,,,,,2005,10,1
2005-10-02,,,,,2005,10,2
2005-10-09,,,,,2005,10,9
2005-10-10,,,,,2005,10,10
2005-10-18,,,,,2005,10,18
2005-10-25,,,,,2005,10,25
2005-11-10,,,,,2005,11,10
2005-11-18,,,,,2005,11,18
2005-11-19,,,,,2005,11,19
2005-11-26,,,,,2005,11,26
2005-12-04,,,,,2005,12,4
2006-02-14,,,,,2006,2,14
2006-02-23,,,,,2006,2,23
2006-04-03,,,,,2006,4,3
2006-04-12,,,,,2006,4,12
2006-04-19,,,,,2006,4,19
2006-04-28,,,,,2006,4,28
2006-05-05,,,,,2006,5,5
2006-05-21,,,,,2006,5,21
2006-06-14,,23.482,,,2006,6,14
2006-06-15,17.042,,,,2006,6,15
2006-06-22,,,,,2006,6,22
2006-07-01,,,,,2006,7,1
2006-07-08,,,,,2006,7,8
2006-07-09,,,,,2006,7,9
2006-07-16,,12.834,,,2006,7,16
2006-07-17,18.052,,,,2006,7,17
2006-07-24,,,,,2006,7,24
2006-07-25,,,,,2006,7,25
2006-08-02,,,,,2006,8,2
2006-08-09,,,,,2006,8,9
2006-08-10,,,,,2006,8,10
2006-08-18,,,,,2006,8,18
2006-08-25,,,,,2006,8,25
2006-08-26,,,,,2006,8,26
2006-09-03,,,,,2006,9,3
2006-09-10,14.934,,,,2006,9,10
2006-09-11,,14.557,,,2006,9,11
2006-09-19,,,,,2006,9,19
2006-09-26,16.041,,,,2006,9,26
2006-09-27,,,,,2006,9,27
2006-10-05,,,,,2006,10,5
2006-10-12,,,,,2006,10,12
2006-10-13,,11.22,,,2006,10,13
2006-10-21,,,,,2006,10,21
2006-10-28,6.657,,,,2006,10,28
2006-12-07,,,,,2006,12,7
2006-12-08,,,,,2006,12,8
2007-01-16,-5.835,,,,2007,1,16
2007-02-17,-5.269,,,,2007,2,17
2007-02-26,,,,,2007,2,26
2007-03-05,,,,,2007,3,5
2007-03-13,,3.578,,,2007,3,13
2007-03-14,2.161,,,,2007,3,14
2007-03-29,,,,,2007,3,29
2007-04-07,,,,,2007,4,7
2007-04-14,,,,,2007,4,14
2007-04-23,,,,,2007,4,23
2007-04-30,,6.331,,,2007,4,30
2007-05-01,-3.003,,,,2007,5,1
2007-05-08,,,,,2007,5,8
2007-05-24,,,,,2007,5,24
2007-05-25,,,,,2007,5,25
2007-06-09,,,,,2007,6,9
2007-06-10,,,,,2007,6,10
2007-06-25,,,,,2007,6,25
2007-07-11,,,,,2007,7,11
2007-07-19,,20.067,,,2007,7,19
2007-07-20,,,,,2007,7,20
2007-07-27,19.242,,,,2007,7,27
2007-08-04,,12.825,,,2007,8,4
2007-08-05,17.381,,,,2007,8,5
2007-08-21,,,,,2007,8,21
2007-08-28,,,,,2007,8,28
2007-09-13,9.85,,,,2007,9,13
2007-09-14,,,,,2007,9,14
2007-09-22,6.029,,,,2007,9,22
2007-09-29,,,,,2007,9,29
2007-09-30,,9.538,,,2007,9,30
2008-03-07,,,,,2008,3,7
2008-03-08,,,,,2008,3,8
2008-03-31,,3.798,,,2008,3,31
2008-04-01,3.75,,,,2008,4,1
2008-04-25,,,,,2008,4,25
2008-05-02,,4.025,,,2008,5,2
2008-05-11,,,,,2008,5,11
2008-05-26,,,,,2008,5,26
2008-05-27,,,,,2008,5,27
2008-06-03,,,,,2008,6,3
2008-06-12,,,,,2008,6,12
2008-06-20,,,,,2008,6,20
2008-06-28,,,,,2008,6,28
2008-08-06,,3.824,,,2008,8,6
2008-08-23,,,,,2008,8,23
2008-08-30,,,,,2008,8,30
2008-08-31,,14.64,,,2008,8,31
2008-09-08,,,,,2008,9,8
2008-10-01,,,,,2008,10,1
2008-10-09,,,,,2008,10,9
2008-10-17,,,,,2008,10,17
2008-10-25,,4.251,,,2008,10,25
2009-02-06,-0.215,,,,2009,2,6
2009-02-15,,,,,2009,2,15
2009-03-19,,,,,2009,3,19
2009-04-03,,5.502,,,2009,4,3
2009-04-12,,,,,2009,4,12
2009-04-19,,,,,2009,4,19
2009-04-20,5.61,,,,2009,4,20
2009-04-27,4.575,,,,2009,4,27
2009-04-28,,8.431,,,2009,4,28
2009-05-13,,,,,2009,5,13
2009-05-14,,,,,2009,5,14
2009-06-07,,,,,2009,6,7
2009-06-14,16.857,,,,2009,6,14
2009-06-15,,,,,2009,6,15
2009-06-30,,,,,2009,6,30
2009-07-01,,,,,2009,7,1
2009-07-09,,,,,2009,7,9
2009-07-16,,,,,2009,7,16
2009-07-17,,,,,2009,7,17
2009-07-24,,,,,2009,7,24
2009-07-25,,,,,2009,7,25
2009-08-01,17.396,,,,2009,8,1
2009-08-02,,24.239,,,2009,8,2
2009-08-10,,,,,2009,8,10
2009-08-17,13.788,,,,2009,8,17
2009-08-18,,16.016,,,2009,8,18
2009-08-25,,18.549,,,2009,8,25
2009-08-26,,,,,2009,8,26
2009-09-02,17.09,,,,2009,9,2
2009-09-10,,15.22,,,2009,9,10
2009-09-11,,,,,2009,9,11
2009-09-18,11.481,,,,2009,9,18
2009-09-19,,14.002,,,2009,9,19
2009-09-26,,11.559,,,2009,9,26
2009-10-04,,,,,2009,10,4
2009-10-05,,5.942,,,2009,10,5
2009-10-13,,,,,2009,10,13
2009-10-21,,,,,2009,10,21
2009-11-05,,,,,2009,11,5
2009-11-06,,-0.67,,,2009,11,6
2009-11-14,,,,,2009,11,14
2009-11-21,,,,,2009,11,21
2009-11-30,,,,,2009,11,30
2009-12-07,,,,,2009,12,7
2010-01-24,-14.934,,,,2010,1,24
2010-02-02,-10.663,,,,2010,2,2
2010-02-09,,,,,2010,2,9
2010-03-29,,,,,2010,3,29
2010-04-06,,0.524,,,2010,4,6
2010-04-07,3.222,,,,2010,4,7
2010-04-22,,,,,2010,4,22
2010-04-23,3.439,,,,2010,4,23
2010-04-30,,,,,2010,4,30
2010-06-10,,,,,2010,6,10
2010-06-17,16.347,,,,2010,6,17
2010-06-26,,,,,2010,6,26
2010-07-03,21.674,,,,2010,7,3
2010-07-04,,24.084,,,2010,7,4
2010-07-11,,26.448,,,2010,7,11
2010-07-12,,,,,2010,7,12
2010-07-19,14.485,,,,2010,7,19
2010-07-20,,,,,2010,7,20
2010-07-27,,,,,2010,7,27
2010-08-04,,,,,2010,8,4
2010-08-05,,,,,2010,8,5
2010-08-12,,,,,2010,8,12
2010-08-20,14.077,,,,2010,8,20
2010-08-21,,,,,2010,8,21
2010-08-29,,,,,2010,8,29
2010-09-05,,,,,2010,9,5
2010-09-06,,,,,2010,9,6
2010-09-14,,,,,2010,9,14
2010-09-21,11.416,,,,2010,9,21
2010-10-07,,,,,2010,10,7
2010-10-16,,,,,2010,10,16
2010-10-23,,,,,2010,10,23
2010-11-01,,,,,2010,11,1
2011-02-12,,,,,2011,2,12
2011-02-21,,,,,2011,2,21
2011-02-28,0.586,,,,2011,2,28
2011-03-16,,,,,2011,3,16
2011-03-24,,3.958,,,2011,3,24
