system_time_start,LST_L5,LST_L7,LST_L8,LST_L9,year,month,day
2009-06-14,21.75200000000001,,,,2009,6,14
2009-06-21,,,,,2009,6,21
2009-06-29,,,,,2009,6,29
2009-06-30,,,,,2009,6,30
2009-07-07,,,,,2009,7,7
2009-07-16,26.26600000000002,,,,2009,7,16
2009-07-23,28.326000000000022,,,,2009,7,23
2009-07-24,,,,,2009,7,24
2009-08-01,,,,,2009,8,1
2009-08-08,13.213000000000022,,,,2009,8,8
2009-08-09,,,,,2009,8,9
2009-08-16,,23.867999999999995,,,2009,8,16
2009-08-17,18.144000000000005,,,,2009,8,17
2009-08-24,20.841000000000008,,,,2009,8,24
2009-08-25,,23.521000000000015,,,2009,8,25
2009-09-01,,22.903999999999996,,,2009,9,1
2009-09-02,,,,,2009,9,2
2009-09-09,16.494000000000028,,,,2009,9,9
2009-09-10,,16.900000000000034,,,2009,9,10
2009-09-18,,,,,2009,9,18
2009-09-25,14.789000000000044,,,,2009,9,25
2009-09-26,,13.259000000000015,,,2009,9,26
2009-10-04,,,,,2009,10,4
2009-10-20,,,,,2009,10,20
2009-11-05,,,,,2009,11,5
2009-11-12,,,,,2009,11,12
2009-11-20,,12.497000000000014,,,2009,11,20
2009-11-21,,,,,2009,11,21
2009-11-28,,,,,2009,11,28
2009-12-07,,,,,2009,12,7
2009-12-14,,,,,2009,12,14
2010-02-16,-7.197999999999979,,,,2010,2,16
2010-02-25,,,,,2010,2,25
2010-03-04,,,,,2010,3,4
2010-03-29,,,,,2010,3,29
2010-04-05,,,,,2010,4,5
2010-04-06,,,,,2010,4,6
2010-04-13,,,,,2010,4,13
2010-04-21,5.6650000000000205,,,,2010,4,21
2010-04-22,,,,,2010,4,22
2010-04-29,,16.595000000000027,,,2010,4,29
2010-05-23,,,,,2010,5,23
2010-05-24,,21.847000000000037,,,2010,5,24
2010-06-08,,,,,2010,6,8
2010-06-09,,,,,2010,6,9
2010-06-17,,,,,2010,6,17
2010-06-24,,,,,2010,6,24
2010-06-25,,17.198000000000036,,,2010,6,25
2010-07-03,27.510000000000048,,,,2010,7,3
2010-07-10,24.569000000000017,,,,2010,7,10
2010-07-11,,30.908000000000015,,,2010,7,11
2010-07-19,15.205000000000041,,,,2010,7,19
2010-07-26,,,,,2010,7,26
2010-07-27,,,,,2010,7,27
2010-08-04,16.799000000000035,,,,2010,8,4
2010-08-11,,,,,2010,8,11
2010-08-20,19.576000000000022,,,,2010,8,20
2010-09-05,,,,,2010,9,5
2010-09-12,17.466000000000008,,,,2010,9,12
2010-09-20,,11.228000000000009,,,2010,9,20
2010-09-21,16.56400000000002,,,,2010,9,21
2010-10-07,,,,,2010,10,7
2010-10-14,7.38900000000001,,,,2010,10,14
2010-10-22,,-0.6029999999999518,,,2010,10,22
2010-10-23,,,,,2010,10,23
2010-10-30,10.996000000000038,,,,2010,10,30
2010-12-26,,,,,2010,12,26
2011-01-27,,,,,2011,1,27
2011-02-03,,,,,2011,2,3
2011-02-12,,,,,2011,2,12
2011-02-28,,,,,2011,2,28
2011-03-08,,1.0640000000000214,,,2011,3,8
2011-03-15,,6.199000000000012,,,2011,3,15
2011-03-16,,,,,2011,3,16
2011-03-24,,,,,2011,3,24
2011-04-09,,11.116000000000042,,,2011,4,9
2011-04-16,,,,,2011,4,16
2011-04-17,,,,,2011,4,17
2011-04-24,18.521000000000015,,,,2011,4,24
2011-04-25,,,,,2011,4,25
2011-05-02,,,,,2011,5,2
2011-05-10,20.54600000000005,,,,2011,5,10
2011-05-19,,,,,2011,5,19
2011-05-26,25.039000000000044,,,,2011,5,26
2011-06-03,,,,,2011,6,3
2011-06-04,22.829000000000008,,,,2011,6,4
2011-06-11,,,,,2011,6,11
2011-06-20,,,,,2011,6,20
2011-06-27,23.107000000000028,,,,2011,6,27
2011-06-28,,24.152000000000044,,,2011,6,28
2011-07-06,,,,,2011,7,6
2011-07-13,,,,,2011,7,13
2011-07-22,,,,,2011,7,22
2011-07-29,,,,,2011,7,29
2011-08-06,,,,,2011,8,6
2011-08-14,15.012,,,,2011,8,14
2011-08-22,,26.117999999999995,,,2011,8,22
2011-08-23,31.497000000000014,,,,2011,8,23
2011-08-30,,,,,2011,8,30
2011-08-31,,17.18300000000005,,,2011,8,31
2011-09-15,14.027000000000044,,,,2011,9,15
2011-09-16,,16.956000000000017,,,2011,9,16
2011-09-23,,,,,2011,9,23
2011-09-24,15.176000000000045,,,,2011,9,24
2011-10-01,20.51600000000002,,,,2011,10,1
2011-10-02,,19.650000000000034,,,2011,10,2
2011-10-09,,,,,2011,10,9
2011-10-17,10.534000000000049,,,,2011,10,17
2011-10-18,,,,,2011,10,18
2011-10-25,,7.744000000000028,,,2011,10,25
2011-11-02,,,,,2011,11,2
2011-11-10,,,,,2011,11,10
2011-11-11,,,,,2011,11,11
2011-11-19,,,,,2011,11,19
2011-11-26,,,,,2011,11,26
2011-12-05,,,,,2011,12,5
2011-12-12,,-3.7719999999999914,,,2011,12,12
2011-12-28,,,,,2011,12,28
2012-02-14,,,,,2012,2,14
2012-03-17,,,,,2012,3,17
2012-03-26,,0.9510000000000218,,,2012,3,26
2012-04-02,,-0.575999999999965,,,2012,4,2
2012-04-11,,,,,2012,4,11
2012-04-18,,,,,2012,4,18
2012-04-27,,11.793000000000006,,,2012,4,27
2012-05-04,,,,,2012,5,4
2012-05-13,,,,,2012,5,13
2012-05-20,,28.772000000000048,,,2012,5,20
2012-05-29,,,,,2012,5,29
2012-06-21,,,,,2012,6,21
2012-07-07,,,,,2012,7,7
2012-07-23,,17.09200000000004,,,2012,7,23
2012-08-08,,13.289000000000044,,,2012,8,8
2012-09-09,,21.083000000000027,,,2012,9,9
2012-09-25,,14.749000000000024,,,2012,9,25
2012-10-04,,,,,2012,10,4
2012-10-11,,7.336000000000013,,,2012,10,11
2012-10-20,,18.242999999999995,,,2012,10,20
2012-11-21,,5.063000000000045,,,2012,11,21
2012-12-07,,,,,2012,12,7
2013-03-04,,-1.0769999999999982,,,2013,3,4
2013-03-20,,-4.854999999999961,,,2013,3,20
2013-03-24,,,,,2013,3,24
2013-03-29,,-3.395999999999958,,,2013,3,29
2013-03-29,,,,,2013,3,29
2013-04-13,,,,,2013,4,13
2013-04-14,,2.576000000000022,,,2013,4,14
2013-04-21,,2.566000000000031,,,2013,4,21
2013-04-30,,,,,2013,4,30
2013-05-15,,,23.277000000000044,,2013,5,15
2013-06-08,,,,,2013,6,8
2013-06-09,,,23.141999999999996,,2013,6,9
2013-06-16,,,17.802999999999997,,2013,6,16
2013-06-17,,28.995000000000005,,,2013,6,17
2013-07-02,,,,,2013,7,2
2013-07-03,,,,,2013,7,3
2013-07-10,,,,,2013,7,10
2013-07-18,,,,,2013,7,18
2013-07-19,,,,,2013,7,19
2013-07-26,,26.771000000000015,,,2013,7,26
2013-08-03,,,29.482000000000028,,2013,8,3
2013-08-04,,25.714,,,2013,8,4
2013-08-11,,,,,2013,8,11
2013-08-19,,,,,2013,8,19
2013-09-04,,,,,2013,9,4
2013-09-28,,12.156000000000006,,,2013,9,28
2013-10-06,,,,,2013,10,6
2013-10-07,,,,,2013,10,7
2013-10-14,,8.244000000000028,,,2013,10,14
2013-10-15,,,,,2013,10,15
2013-10-22,,,,,2013,10,22
2013-10-23,,,,,2013,10,23
2013-11-07,,,,,2013,11,7
2013-11-08,,,,,2013,11,8
2013-11-15,,,,,2013,11,15
2013-11-16,,,,,2013,11,16
2013-12-01,,,,,2013,12,1
2013-12-02,,,,,2013,12,2
2013-12-10,,,,,2013,12,10
2013-12-17,,3.6240000000000236,,,2013,12,17
2013-12-18,,,,,2013,12,18
2013-12-25,,,,,2013,12,25
2013-12-26,,,,,2013,12,26
2014-01-02,,,,,2014,1,2
2014-01-03,,,,,2014,1,3
2014-01-10,,,,,2014,1,10
2014-01-11,,,,,2014,1,11
2014-01-18,,-0.002999999999985903,,,2014,1,18
2014-01-19,,,,,2014,1,19
2014-02-03,,,,,2014,2,3
2014-02-04,,,2.598000000000013,,2014,2,4
2014-02-12,,-1.690999999999974,,,2014,2,12
2014-02-20,,,,,2014,2,20
2014-02-27,,,,,2014,2,27
2014-02-28,,,,,2014,2,28
2014-03-07,,3.2690000000000055,,,2014,3,7
2014-03-08,,,,,2014,3,8
2014-03-15,,,,,2014,3,15
2014-03-31,,,,,2014,3,31
2014-04-01,,9.54400000000004,,,2014,4,1
2014-04-08,,,,,2014,4,8
2014-04-09,,,,,2014,4,9
2014-04-17,,,,,2014,4,17
2014-04-24,,,,,2014,4,24
2014-04-25,,,,,2014,4,25
2014-05-02,,,,,2014,5,2
2014-05-10,,,,,2014,5,10
2014-05-19,,21.204000000000008,,,2014,5,19
2014-05-26,,,,,2014,5,26
2014-06-03,,,,,2014,6,3
2014-06-04,,,,,2014,6,4
2014-06-11,,31.22800000000001,,,2014,6,11
2014-06-19,,,17.387,,2014,6,19
2014-06-20,,,,,2014,6,20
2014-06-27,,20.358000000000004,,,2014,6,27
2014-07-05,,,,,2014,7,5
2014-07-06,,26.340000000000032,,,2014,7,6
2014-07-13,,,,,2014,7,13
2014-07-21,,,,,2014,7,21
2014-07-22,,,,,2014,7,22
2014-08-06,,,,,2014,8,6
2014-08-07,,,,,2014,8,7
2014-08-22,,,,,2014,8,22
2014-08-23,,,,,2014,8,23
2014-08-30,,,,,2014,8,30
2014-09-07,,,14.616000000000042,,2014,9,7
2014-09-08,,,,,2014,9,8
2014-09-15,,,,,2014,9,15
2014-10-09,,,19.27800000000002,,2014,10,9
2014-10-10,,,,,2014,10,10
2014-10-17,,,,,2014,10,17
2014-10-25,,,5.024000000000001,,2014,10,25
2014-10-26,,,,,2014,10,26
2014-11-02,,13.245000000000005,,,2014,11,2
2014-11-10,,,,,2014,11,10
2014-11-11,,,,,2014,11,11
2014-11-26,,,-3.4389999999999645,,2014,11,26
2014-11-27,,,,,2014,11,27
2014-12-04,,,,,2014,12,4
2014-12-12,,,,,2014,12,12
2014-12-13,,,,,2014,12,13
2014-12-20,,,,,2014,12,20
2015-01-13,,,-1.0579999999999927,,2015,1,13
2015-01-14,,,,,2015,1,14
2015-01-21,,,,,2015,1,21
2015-01-29,,,,,2015,1,29
2015-02-06,,,,,2015,2,6
2015-02-14,,,0.25499999999999545,,2015,2,14
2015-02-15,,,,,2015,2,15
2015-02-22,,,,,2015,2,22
2015-02-23,,,,,2015,2,23
2015-03-03,,,,,2015,3,3
2015-03-10,,3.766999999999996,,,2015,3,10
2015-03-18,,,4.069000000000017,,2015,3,18
2015-03-19,,,,,2015,3,19
2015-03-26,,,,,2015,3,26
2015-04-03,,,,,2015,4,3
2015-04-11,,3.813000000000045,,,2015,4,11
2015-04-12,,,,,2015,4,12
2015-04-19,,,9.802999999999997,,2015,4,19
2015-04-20,,,,,2015,4,20
2015-04-27,,9.088000000000022,,,2015,4,27
2015-05-05,,,,,2015,5,5
2015-05-13,,21.65300000000002,,,2015,5,13
2015-05-14,,,17.994000000000028,,2015,5,14
2015-05-22,,,,,2015,5,22
2015-05-29,,,,,2015,5,29
2015-06-06,,,30.269000000000005,,2015,6,6
2015-06-07,,,,,2015,6,7
2015-06-14,,19.314999999999998,,,2015,6,14
2015-06-22,,,,,2015,6,22
2015-06-23,,,,,2015,6,23
2015-06-30,,,,,2015,6,30
2015-07-08,,,,,2015,7,8
2015-07-09,,,,,2015,7,9
2015-07-16,,25.986000000000047,,,2015,7,16
2015-07-24,,,,,2015,7,24
2015-07-25,,,,,2015,7,25
2015-08-01,,,,,2015,8,1
2015-08-09,,,27.926000000000045,,2015,8,9
2015-08-10,,31.475000000000023,,,2015,8,10
2015-08-25,,,,,2015,8,25
2015-08-26,,22.51400000000001,,,2015,8,26
2015-09-02,,,,,2015,9,2
2015-09-10,,,,,2015,9,10
2015-09-11,,16.333000000000027,,,2015,9,11
2015-09-18,,13.18300000000005,,,2015,9,18
2015-09-27,,,,,2015,9,27
2015-10-12,,,7.253000000000043,,2015,10,12
2015-10-28,,,12.027000000000044,,2015,10,28
2015-11-05,,11.53000000000003,,,2015,11,5
2015-11-13,,,,,2015,11,13
2015-11-14,,,,,2015,11,14
2015-11-21,,,,,2015,11,21
2015-12-07,,4.496000000000038,,,2015,12,7
2015-12-15,,,,,2015,12,15
2015-12-16,,,,,2015,12,16
2015-12-23,,3.6750000000000114,,,2015,12,23
2015-12-31,,,0.132000000000005,,2015,12,31
2016-01-01,,,,,2016,1,1
2016-01-08,,,,,2016,1,8
2016-01-16,,,,,2016,1,16
2016-01-17,,,,,2016,1,17
2016-02-02,,,,,2016,2,2
2016-02-09,,,,,2016,2,9
2016-02-17,,,,,2016,2,17
2016-02-18,,,,,2016,2,18
2016-02-25,,,,,2016,2,25
2016-03-04,,,,,2016,3,4
2016-03-05,,,,,2016,3,5
2016-03-12,,,,,2016,3,12
2016-03-20,,,0.16200000000003456,,2016,3,20
2016-03-21,,-0.2759999999999536,,,2016,3,21
2016-03-28,,-2.169999999999959,,,2016,3,28
2016-03-29,,,,,2016,3,29
2016-04-05,,,,,2016,4,5
2016-04-06,,,,,2016,4,6
2016-04-13,,,,,2016,4,13
2016-04-21,,,17.621000000000038,,2016,4,21
2016-04-22,,,,,2016,4,22
2016-04-29,,2.9279999999999973,,,2016,4,29
2016-04-30,,,,,2016,4,30
2016-05-07,,,22.184000000000026,,2016,5,7
2016-05-08,,20.833000000000027,,,2016,5,8
2016-05-15,,,,,2016,5,15
2016-05-23,,,21.528999999999996,,2016,5,23
2016-06-08,,,,,2016,6,8
2016-06-16,,6.487000000000023,,,2016,6,16
2016-06-24,,,,,2016,6,24
2016-06-25,,28.811000000000035,,,2016,6,25
2016-07-02,,,,,2016,7,2
2016-07-10,,,27.125,,2016,7,10
2016-07-11,,,,,2016,7,11
2016-07-18,,19.498000000000047,,,2016,7,18
2016-07-26,,,,,2016,7,26
2016-07-27,,,,,2016,7,27
2016-08-03,,,,,2016,8,3
2016-08-11,,,12.830000000000041,,2016,8,11
2016-08-19,,,,,2016,8,19
2016-08-27,,,27.44300000000004,,2016,8,27
2016-08-28,,27.208000000000027,,,2016,8,28
2016-09-04,,,,,2016,9,4
2016-09-12,,,23.797000000000025,,2016,9,12
2016-09-13,,25.133000000000038,,,2016,9,13
2016-09-20,,,,,2016,9,20
2016-09-28,,,,,2016,9,28
2016-09-29,,7.2070000000000505,,,2016,9,29
2016-10-14,,,,,2016,10,14
2016-10-15,,8.897000000000048,,,2016,10,15
2016-10-22,,,,,2016,10,22
2016-10-30,,,,,2016,10,30
2016-10-31,,5.15300000000002,,,2016,10,31
2016-11-07,,,,,2016,11,7
2016-11-15,,,,,2016,11,15
2016-11-23,,5.625,,,2016,11,23
2016-12-02,,,,,2016,12,2
2016-12-09,,,,,2016,12,9
2016-12-17,,,,,2016,12,17
2017-01-02,,,,,2017,1,2
2017-01-03,,,,,2017,1,3
2017-01-10,,,,,2017,1,10
2017-01-18,,,,,2017,1,18
2017-01-19,,-8.745000000000005,,,2017,1,19
2017-01-26,,-7.4739999999999895,,,2017,1,26
2017-02-04,,-1.2309999999999945,,,2017,2,4
2017-02-11,,-2.214999999999975,,,2017,2,11
2017-02-19,,,,,2017,2,19
2017-02-20,,,,,2017,2,20
2017-02-27,,,,,2017,2,27
2017-02-28,,,,,2017,2,28
2017-03-08,,,,,2017,3,8
2017-03-24,,,,,2017,3,24
2017-03-31,,,,,2017,3,31
2017-04-01,,,11.66700000000003,,2017,4,1
2017-04-08,,,,,2017,4,8
2017-04-09,,,,,2017,4,9
2017-04-16,,,,,2017,4,16
2017-04-17,,,,,2017,4,17
2017-04-24,,,3.7170000000000414,,2017,4,24
2017-04-25,,,,,2017,4,25
2017-05-02,,,,,2017,5,2
2017-05-10,,,2.8310000000000173,,2017,5,10
2017-05-11,,,,,2017,5,11
2017-05-18,,27.03000000000003,,,2017,5,18
2017-05-26,,,22.293000000000006,,2017,5,26
2017-05-27,,28.664000000000044,,,2017,5,27
2017-06-03,,29.048000000000002,,,2017,6,3
2017-06-11,,,25.132000000000005,,2017,6,11
2017-06-12,,,,,2017,6,12
2017-06-19,,26.930000000000007,,,2017,6,19
2017-06-27,,,,,2017,6,27
2017-06-28,,,,,2017,6,28
2017-07-05,,,,,2017,7,5
2017-07-13,,,17.30800000000005,,2017,7,13
2017-07-14,,,,,2017,7,14
2017-07-21,,23.559000000000026,,,2017,7,21
2017-07-29,,,,,2017,7,29
2017-07-30,,,,,2017,7,30
2017-08-06,,,,,2017,8,6
2017-08-14,,,,,2017,8,14
2017-08-15,,25.62700000000001,,,2017,8,15
2017-08-22,,,,,2017,8,22
2017-08-30,,,25.811000000000035,,2017,8,30
2017-08-31,,23.837000000000046,,,2017,8,31
2017-09-07,,,,,2017,9,7
2017-09-15,,,,,2017,9,15
2017-09-23,,,,,2017,9,23
2017-10-01,,,,,2017,10,1
2017-10-02,,11.373000000000047,,,2017,10,2
2017-10-09,,3.7450000000000045,,,2017,10,9
2017-10-17,,,19.16300000000001,,2017,10,17
2017-10-18,,,,,2017,10,18
2017-10-25,,,,,2017,10,25
2017-10-26,,,,,2017,10,26
2017-11-02,,,,,2017,11,2
2017-11-03,,,,,2017,11,3
2017-11-11,,,,,2017,11,11
2017-11-19,,,,,2017,11,19
2017-11-26,,,,,2017,11,26
2017-12-12,,-23.48799999999997,,,2017,12,12
2017-12-29,,,,,2017,12,29
2018-01-05,,,,,2018,1,5
2018-01-06,,,,,2018,1,6
2018-01-29,,,,,2018,1,29
2018-02-06,,,-8.324999999999989,,2018,2,6
2018-02-14,,,,,2018,2,14
2018-02-22,,,,,2018,2,22
2018-02-23,,,,,2018,2,23
2018-03-02,,-7.687999999999988,,,2018,3,2
2018-03-10,,,,,2018,3,10
2018-03-11,,-0.6999999999999886,,,2018,3,11
2018-03-27,,,,,2018,3,27
2018-04-03,,2.992999999999995,,,2018,4,3
2018-04-04,,,,,2018,4,4
2018-04-11,,,3.862000000000023,,2018,4,11
2018-04-12,,,,,2018,4,12
2018-04-19,,11.480999999999995,,,2018,4,19
2018-04-20,,,16.189999999999998,,2018,4,20
2018-04-27,,,14.759000000000015,,2018,4,27
2018-04-28,,21.951999999999998,,,2018,4,28
2018-05-05,,,,,2018,5,5
2018-05-06,,,21.623000000000047,,2018,5,6
2018-05-13,,,21.33200000000005,,2018,5,13
2018-05-14,,,,,2018,5,14
2018-05-21,,,,,2018,5,21
2018-05-22,,,23.201000000000022,,2018,5,22
2018-05-29,,,25.55000000000001,,2018,5,29
2018-05-30,,,,,2018,5,30
2018-06-06,,,,,2018,6,6
2018-06-15,,15.287000000000035,,,2018,6,15
2018-06-22,,,,,2018,6,22
2018-06-30,,,19.081000000000017,,2018,6,30
2018-07-01,,20.15300000000002,,,2018,7,1
2018-07-08,,21.991000000000042,,,2018,7,8
2018-07-16,,,,,2018,7,16
2018-07-17,,,,,2018,7,17
2018-07-24,,21.598000000000013,,,2018,7,24
2018-08-01,,,,,2018,8,1
2018-08-02,,,,,2018,8,2
2018-08-17,,,,,2018,8,17
2018-08-18,,,,,2018,8,18
2018-09-10,,20.135000000000048,,,2018,9,10
2018-09-18,,,22.511000000000024,,2018,9,18
2018-09-19,,,,,2018,9,19
2018-09-26,,0.6940000000000168,,,2018,9,26
2018-10-04,,,9.456000000000017,,2018,10,4
2018-10-05,,17.14100000000002,,,2018,10,5
2018-10-12,,16.778999999999996,,,2018,10,12
2018-10-20,,,,,2018,10,20
2018-10-21,,7.518000000000029,,,2018,10,21
2018-11-05,,,,,2018,11,5
2018-11-06,,13.508000000000038,,,2018,11,6
2018-11-13,,-2.534999999999968,,,2018,11,13
2018-11-21,,,,,2018,11,21
2018-11-29,,-5.2409999999999854,,,2018,11,29
2018-12-07,,,,,2018,12,7
2018-12-08,,,,,2018,12,8
2018-12-15,,,,,2018,12,15
2018-12-23,,,,,2018,12,23
2019-01-08,,,,,2019,1,8
2019-01-16,,,,,2019,1,16
2019-02-09,,,,,2019,2,9
2019-02-10,,,,,2019,2,10
2019-02-17,,2.7070000000000505,,,2019,2,17
2019-02-25,,,2.1310000000000286,,2019,2,25
2019-02-26,,0.29700000000002547,,,2019,2,26
2019-03-13,,,,,2019,3,13
2019-03-14,,,,,2019,3,14
2019-03-21,,2.3220000000000027,,,2019,3,21
2019-03-29,,,1.7320000000000277,,2019,3,29
2019-03-30,,2.670000000000016,,,2019,3,30
2019-04-06,,,,,2019,4,6
2019-04-07,,,,,2019,4,7
2019-04-14,,,,,2019,4,14
2019-04-15,,3.9020000000000437,,,2019,4,15
2019-04-22,,11.491000000000042,,,2019,4,22
2019-04-23,,,,,2019,4,23
2019-04-30,,,,,2019,4,30
2019-05-01,,,,,2019,5,1
2019-05-08,,8.148000000000025,,,2019,5,8
2019-05-17,,,,,2019,5,17
2019-05-24,,,,,2019,5,24
2019-06-01,,,,,2019,6,1
2019-06-02,,,,,2019,6,2
2019-06-09,,23.03000000000003,,,2019,6,9
2019-06-17,,,,,2019,6,17
2019-06-18,,,,,2019,6,18
2019-06-25,,30.621000000000038,,,2019,6,25
2019-07-03,,,22.238,,2019,7,3
2019-07-04,,24.773000000000025,,,2019,7,4
2019-07-19,,,,,2019,7,19
2019-07-20,,26.269000000000005,,,2019,7,20
2019-07-27,,,,,2019,7,27
2019-08-04,,,20.757000000000005,,2019,8,4
2019-08-05,,12.097000000000037,,,2019,8,5
2019-08-12,,,,,2019,8,12
2019-08-20,,,,,2019,8,20
2019-08-21,,,,,2019,8,21
2019-08-28,,,,,2019,8,28
2019-09-05,,,,,2019,9,5
2019-09-06,,,,,2019,9,6
2019-09-13,,,,,2019,9,13
2019-09-21,,,18.236000000000047,,2019,9,21
2019-09-22,,21.24000000000001,,,2019,9,22
2019-09-29,,12.833000000000027,,,2019,9,29
2019-10-07,,,,,2019,10,7
2019-10-08,,,,,2019,10,8
2019-10-15,,,,,2019,10,15
2019-10-23,,,17.762,,2019,10,23
2019-10-24,,,,,2019,10,24
2019-10-31,,1.4920000000000186,,,2019,10,31
2019-11-08,,,,,2019,11,8
2019-11-16,,2.274000000000001,,,2019,11,16
2019-11-24,,,,,2019,11,24
2019-11-25,,,,,2019,11,25
2019-12-02,,,,,2019,12,2
2019-12-10,,,,,2019,12,10
2019-12-11,,-5.796999999999969,,,2019,12,11
2019-12-18,,,,,2019,12,18
2019-12-27,,,,,2019,12,27
2020-01-03,,-0.0999999999999659,,,2020,1,3
2020-01-11,,,,,2020,1,11
2020-01-12,,-2.6779999999999973,,,2020,1,12
2020-01-27,,,,,2020,1,27
2020-01-28,,,,,2020,1,28
2020-02-04,,,,,2020,2,4
2020-02-13,,,,,2020,2,13
2020-02-28,,,,,2020,2,28
2020-03-15,,,1.566000000000031,,2020,3,15
2020-03-16,,-3.2479999999999905,,,2020,3,16
2020-03-23,,-5.661999999999978,,,2020,3,23
2020-03-24,,,,,2020,3,24
2020-03-31,,,,,2020,3,31
2020-04-01,,,,,2020,4,1
2020-04-08,,13.773000000000025,,,2020,4,8
2020-04-09,,,,,2020,4,9
2020-04-16,,,18.545000000000016,,2020,4,16
2020-04-17,,15.02600000000001,,,2020,4,17
2020-04-24,,-13.048999999999978,,,2020,4,24
2020-04-25,,,18.81800000000004,,2020,4,25
2020-05-02,,,,,2020,5,2
2020-05-03,,,,,2020,5,3
2020-05-18,,,22.677999999999997,,2020,5,18
2020-05-19,,,,,2020,5,19
2020-06-03,,,,,2020,6,3
2020-06-04,,,,,2020,6,4
2020-06-19,,,,,2020,6,19
2020-06-27,,18.723000000000013,,,2020,6,27
2020-07-05,,,,,2020,7,5
2020-07-06,,,,,2020,7,6
2020-07-13,,,,,2020,7,13
2020-07-21,,,24.051000000000045,,2020,7,21
2020-07-22,,22.547000000000025,,,2020,7,22
2020-07-29,,19.70700000000005,,,2020,7,29
2020-08-06,,,20.857000000000028,,2020,8,6
2020-08-07,,25.491000000000042,,,2020,8,7
2020-08-14,,8.220000000000027,,,2020,8,14
2020-08-22,,,21.322000000000003,,2020,8,22
2020-08-23,,,,,2020,8,23
2020-09-07,,,,,2020,9,7
2020-09-08,,17.140000000000043,,,2020,9,8
2020-09-15,,22.38900000000001,,,2020,9,15
2020-09-23,,,,,2020,9,23
2020-09-24,,,,,2020,9,24
2020-10-01,,12.543000000000006,,,2020,10,1
2020-10-09,,,,,2020,10,9
2020-10-10,,,,,2020,10,10
2020-10-25,,,10.629999999999995,,2020,10,25
2020-10-26,,10.093000000000018,,,2020,10,26
2020-11-10,,,,,2020,11,10
2020-11-18,,5.79200000000003,,,2020,11,18
2020-11-26,,,,,2020,11,26
2020-11-27,,1.6930000000000405,,,2020,11,27
2020-12-04,,-0.15499999999997272,,,2020,12,4
2020-12-12,,,,,2020,12,12
2020-12-28,,,,,2020,12,28
2021-01-21,,,,,2021,1,21
2021-02-06,,,,,2021,2,6
2021-02-14,,,-10.770999999999958,,2021,2,14
2021-02-15,,-14.161000000000001,,,2021,2,15
2021-02-22,,4.562000000000012,,,2021,2,22
2021-03-02,,,3.7390000000000327,,2021,3,2
2021-03-03,,,,,2021,3,3
2021-03-18,,,,,2021,3,18
2021-03-26,,4.458000000000027,,,2021,3,26
2021-04-03,,,,,2021,4,3
2021-04-04,,0.6450000000000387,,,2021,4,4
2021-04-11,,,,,2021,4,11
2021-04-20,,,,,2021,4,20
2021-04-27,,,,,2021,4,27
2021-04-28,,,,,2021,4,28
2021-05-05,,,,,2021,5,5
2021-05-06,,,,,2021,5,6
2021-05-21,,,,,2021,5,21
2021-05-22,,,,,2021,5,22
2021-05-29,,,,,2021,5,29
2021-06-07,,21.194000000000017,,,2021,6,7
2021-06-22,,,,,2021,6,22
2021-06-23,,,,,2021,6,23
2021-06-30,,,,,2021,6,30
2021-07-08,,,21.51400000000001,,2021,7,8
2021-07-09,,,,,2021,7,9
2021-07-16,,,,,2021,7,16
2021-07-24,,,21.185000000000002,,2021,7,24
2021-07-25,,,,,2021,7,25
2021-08-09,,,15.616000000000042,,2021,8,9
2021-08-10,,17.725000000000023,,,2021,8,10
2021-08-17,,,,,2021,8,17
2021-08-25,,,,,2021,8,25
2021-09-02,,14.613,,,2021,9,2
2021-09-10,,,19.033000000000015,,2021,9,10
2021-09-11,,14.288000000000011,,,2021,9,11
2021-09-18,,,,,2021,9,18
2021-09-26,,,19.028999999999996,,2021,9,26
2021-10-04,,6.955000000000041,,,2021,10,4
2021-10-12,,,,,2021,10,12
2021-10-13,,,,,2021,10,13
2021-10-20,,13.790999999999997,,,2021,10,20
2021-10-28,,,10.426000000000045,,2021,10,28
2021-10-29,,12.12700000000001,,,2021,10,29
2021-11-03,,,,,2021,11,3
2021-11-05,,,,,2021,11,5
2021-11-08,,,,,2021,11,8
2021-11-14,,,,,2021,11,14
2021-11-21,,1.9290000000000305,,,2021,11,21
2021-11-29,,,,,2021,11,29
2021-12-23,,,,,2021,12,23
2021-12-31,,,,,2021,12,31
2022-01-16,,,,,2022,1,16
2022-01-24,,,,,2022,1,24
2022-02-02,,,,,2022,2,2
2022-02-09,,,,,2022,2,9
2022-02-17,,,,,2022,2,17
2022-02-18,,,,,2022,2,18
2022-02-25,,,,,2022,2,25
2022-03-05,,,,,2022,3,5
2022-03-06,,,,,2022,3,6
2022-03-13,,1.5970000000000368,,,2022,3,13
2022-03-14,,,,,2022,3,14
2022-03-21,,,2.233000000000004,,2022,3,21
2022-03-22,,4.44500000000005,,3.3360000000000127,2022,3,22
2022-03-29,,,,,2022,3,29
2022-03-30,,,,,2022,3,30
2022-04-06,,,,,2022,4,6
2022-04-07,,,,,2022,4,7
2022-04-14,,,,6.773000000000025,2022,4,14
2022-04-15,,,,,2022,4,15
2022-04-22,,,,,2022,4,22
2022-04-23,,,,,2022,4,23
2022-04-30,,,,,2022,4,30
2022-05-08,,,,,2022,5,8
